0,1
2,8
4,21
6,34
8,72
10,102
12,130
14,190
16,260
18,284
20,398
22,454
24,555
26,616
28,756
30,744
32,1022
34,1042
36,1159
38,1282
40,1555
42,1392
44,1719
46,1758
48,2009
50,2032
52,2282
54,2214
56,2676
58,2590
60,2878
62,2928
64,3397
66,3138
68,3647
70,3568
72,3921
74,3866
76,4311
78,4050
80,4852
82,4492
84,4816
86,4784
88,5505
90,4954
92,5638
94,5304
96,5890
98,5486
100,6188
102,5502
104,6436
106,5822
108,6233
110,6024
112,6697
114,5720
116,6672
118,6020
120,6688
122,6020
124,6672
126,5720
128,6697
130,6024
132,6233
134,5822
136,6436
138,5502
140,6188
142,5486
144,5890
146,5304
148,5638
150,4954
152,5505
154,4784
156,4816
158,4492
160,4852
162,4050
164,4311
166,3866
168,3921
170,3568
172,3647
174,3138
176,3397
178,2928
180,2878
182,2590
184,2676
186,2214
188,2282
190,2032
192,2009
194,1758
196,1719
198,1392
200,1555
202,1282
204,1159
206,1042
208,1022
210,744
212,756
214,616
216,555
218,454
220,398
222,284
224,260
226,190
228,130
230,102
232,72
234,34
236,21
238,8
240,1
