0,1
2,19
4,153
6,716
8,2382
10,6669
12,16597
14,36446
16,73740
18,140963
20,252497
22,432483
24,715652
26,1141067
28,1764643
30,2669784
32,3933551
34,5680746
36,8058167
38,11236152
40,15410887
42,20903452
44,27916056
46,36905562
48,48246481
50,62470722
52,79994722
54,101839813
56,128273573
58,160593726
60,199453444
62,246337439
64,301773238
66,368378339
68,446082210
70,538357235
72,645585103
74,771577590
76,916043160
78,1085801830
80,1278397891
82,1502343783
84,1755838721
86,2048766893
88,2376703313
90,2755449529
92,3175960827
94,3658378150
96,4193012107
98,4802695413
100,5472314676
102,6237219020
104,7071320455
106,8017962677
108,9048854918
110,10214954102
112,11474974964
114,12901265996
116,14433107296
118,16160089834
120,18013302629
122,20094128424
124,22311738084
126,24808212127
128,27454269869
130,30419841399
132,33560303412
134,37073508180
136,40771606220
138,44913832635
140,49252620779
142,54100589967
144,59175564475
146,64831123057
148,70718514187
150,77297993759
152,84115798256
154,91712192043
156,99578864717
158,108334784083
160,117358114241
162,127416888961
164,137737431004
166,149229183437
168,161012856529
170,174110406774
172,187475465190
174,202373718206
176,217519459681
178,234367730358
180,251481037073
182,270510685791
184,289760422650
186,311202650948
188,332806793832
190,356865890538
192,381083919267
194,408019519829
196,435029475483
198,465150021382
200,495249658848
202,528775493073
204,562238237133
206,599518871401
208,636601084156
210,677977634271
212,718978159240
214,764749359811
216,810059530957
218,860596728822
220,910461887962
222,966208916409
224,1021036172423
226,1082321681404
228,1142494179463
230,1209793790715
232,1275681498809
234,1349457503757
236,1421448013541
238,1502155587375
240,1580786874731
242,1668885878132
244,1754490804428
246,1850619771187
248,1943724962793
250,2048341416532
252,2149442130972
254,2263130300447
256,2372782727358
258,2496176400638
260,2614807831626
262,2748558188672
264,2876859946617
266,3021521195238
268,3160000809257
270,3316407442143
272,3465648707381
274,3634447058943
276,3795100218924
278,3976983700330
280,4149859461447
282,4345609198469
284,4531063394759
286,4741698494401
288,4940671987046
290,5166707126002
292,5379915093179
294,5622401343246
296,5850473476996
298,6110418128377
300,6354119230458
302,6632191039726
304,6892681284583
306,7189898316088
308,7467429035832
310,7785277156102
312,8080961794006
314,8419745613833
316,8734801820592
318,9095914666647
320,9430765215297
322,9815682002303
324,10171144102250
326,10580460074812
328,10958416474483
330,11393304488175
332,11793550852774
334,12256170511114
336,12680196965032
338,13170544035149
340,13620144848031
342,14139857795847
344,14614978916853
346,15166462492115
348,15668129474471
350,16251533002942
352,16782521985516
354,17399022437712
356,17958571538855
358,18611657972489
360,19201422294690
362,19890213053558
364,20512902838690
366,21239551795762
368,21894484491952
370,22662569228129
372,23350730844050
374,24159374537881
376,24885230238475
378,25736009897435
380,26497460528462
382,27395370439685
384,28194160023743
386,29137352966446
388,29977965527270
390,30968776415491
392,31849082802876
394,32892662916827
396,33813942107141
398,34908372656305
400,35877113896156
402,37023820491053
404,38035753163899
406,39242575657557
408,40299977575537
410,41562877329581
412,42672306427881
414,43993657705861
416,45151395124876
418,46539323950161
420,47746372331770
422,49196521188838
424,50462001452210
426,51976384467677
428,53293731748903
430,54883269761001
432,56254626459503
434,57912032866998
436,59347680149183
438,61076032474365
440,62569095645459
442,64379897684690
444,65930656019515
446,67817003723326
448,69439403437184
450,71402884731727
452,73085893461710
454,75141496235924
456,76888228233654
458,79025284775111
460,80850059440286
462,83071423595274
464,84962515517146
466,87285330375018
468,89243511808939
470,91656153042785
472,93700282280944
474,96203396299338
476,98318258849773
478,100933734162376
480,103121817086534
482,105832906625653
484,108113669031488
