0,1
2,34
4,627
6,8224
8,85440
10,744480
12,5635892
14,37957128
16,231322416
18,1291965336
20,6678229740
22,32199103056
24,145733160288
26,622432259936
28,2519825416620
30,9705945789592
32,35687530781666
34,125617606782924
36,424365201422194
38,1379005414781376
40,4319298911339736
42,13064248187162560
44,38222045355030256
46,108337382846414140
48,2.9792350694012243e+17
50,795935047242907400
52,2068445609824375800
54,5235023023925075e3
56,12917731198829718e3
58,31110414719564526e3
60,7320014480558517e4
62,16842909949655194e4
64,37932647571784525e4
66,836897828434096e6
68,18102939861308804e5
70,38421999585322294e5
72,8007286163461615e6
74,16397209790855581e6
76,33015930894951234e6
78,6540661974791758e7
80,12756351873444578e7
82,2450682873566e11
84,46402415298807096e7
86,8663877871587089e8
88,15959407068453105e8
90,29017360110968725e8
92,5209906502623635e9
94,9240972628968341e9
96,16199334996328863e9
98,2807605767778022e10
100,48127611969214285e9
102,8162517311132543e10
104,13701586807429973e10
106,2277053601817883e11
108,3747690202856844e11
110,61103856641048146e10
112,9872085827876545e11
114,15808844412554752e11
116,25098787702219123e11
118,3951596011767401e12
120,6171074011422374e12
122,9561243405850056e12
124,14700304391381508e12
126,2243291472400557e13
128,3.3984270734201902e+28
130,5111931932362823e13
132,76363482757876145e12
134,11330668262626733e13
136,1670194532173257e14
138,2446189528207804e14
140,35603422240614686e13
142,5150347180976e17
144,7406046993154072e14
146,1058769369290248e15
148,1505007794417503e15
150,21274238023357466e14
152,29908907365307875e14
154,41824407898560764e14
156,5818236619051889e15
158,8052544232243197e15
160,11089224324759704e15
162,15196377056672318e15
164,2072491602275662e16
166,28132014163325005e15
168,3801056173144672e16
170,5112600791125547e16
172,6846222833484282e16
174,9127837444222065e16
176,12117902351224638e16
178,16020036362056175e16
180,21091562325221164e16
182,27656349248108957e16
184,3612038909750105e17
186,46990611551811824e16
188,6.0897515894213355e+32
190,7862228240111691e17
192,10112911784620274e17
194,1296036888655873e18
196,16549860587687553e17
198,2105870344865206e18
200,2670256359045609e18
202,3374281643808177e18
204,42495118699004697e17
206,5333935242110275e18
208,6673111545627203e18
210,8321494570644137e18
212,10343948097354361e18
214,12817476765032221e18
216,1583319448372062e19
218,19498553833062274e18
220,2393986098873179e19
222,2930510089083741e19
224,35767098083249293e18
226,4352703788331787e19
228,5281837273928863e19
230,6391113650089311e19
232,7711668891582884e19
234,9279290864830923e19
236,11134985209014277e19
238,1332558886869373e20
240,15904432202745345e19
242,18932049605522006e19
244,2247693842781469e20
246,2661636455923709e20
248,3143721296977929e20
250,370368795121192e21
252,43524200453042656e19
254,5102041345706217e20
256,59660144377311134e19
258,695924104683712e21
260,8098163208739218e20
262,9400863987228688e20
