0,1
1,2704
2,3513901
3,2923658505
4,1750628448427
5,803945374992085
6,294673455781982500
7,885808976992367e5
8,22270274358143856e6
9,4751831588139756e9
10,870243809417797e12
11,13800751284829761e13
12,19085085774770337e15
13,23144804833730244e17
14,24724972573386983e19
15,2335081928634927e22
16,1955172602561646e24
17,14545779274235238e25
18,9630859344093543e27
19,5681427828953849e29
20,2988148905663789e31
21,14015204411750241e32
22,5860965477027894e34
23,21840091514021966e35
24,724469490145471e38
25,2136225526369389e39
26,5588849913135173e40
27,12942662622151593e41
28,2645433214233632e43
29,4755837697765344e44
30,7488559121276659e45
31,10276366658372999e46
32,12216656125292905e47
33,12491370045401271e48
34,10889760824450932e49
35,800780586005372e51
36,4900780438670074e51
37,24536971047750836e51
38,9826163647821024e52
39,30523390767579607e52
40,7043206336728633e53
41,1133489647884678e54
42,115917055217928e55
43,6576340483135029e53
44,17065152850070135e52
45,1543199215032225e52
46,32719780153357795e49
47,8858140557504834e47
48,11713711205515293e43
49,15574180796411227e37
50,12000362417290618e28
51,11615787145578243e13
52,1
