0,1
1,2401
2,2763601
3,2031324401
4,1071588625626
5,432315875390106
6,138789144884972510
7,3642750086357703e4
8,7969943345040813e6
9,14747606525162704e8
10,23336802617736226e10
11,3185397714360959e13
12,37760679179472307e14
13,3908434394579268e17
14,354725279015345e20
15,2832316875057625e21
16,19945475634674163e22
17,12410711936484564e24
18,6831768185081857e26
19,33292676129452357e27
20,1436528600612287e30
21,5486366980242853e31
22,1853113208641513e33
23,552827974345455e35
24,14539408859902548e35
25,33629991968697353e36
26,6820515231420498e38
27,12083797295926978e39
28,1861753261431071e41
29,2480827451395171e42
30,284019277503197e44
31,27712164613875107e43
32,2281681168472381e45
33,1565767884059118e46
34,8815656651867098e46
35,39895557383923427e46
36,14116770961708513e47
37,37576097031546026e47
38,7114226788185193e48
39,8815769255229034e48
40,6320559063206548e48
41,2193301597249765e48
42,28586023004924822e46
43,9681355451722317e45
44,48394809918690923e42
45,14461810031930378e39
46,5780884566264416e34
47,2065742865961871e26
48,19782616577561607e11
49,1
